Tweet,Timestamp
As we celebrate 100 years of the @NatlParkService, Hillary has a plan to preserve America's 'best idea.'mercurynews.com/opinion/ci_299…
Trump himself is a fraud.  He's trying to scam America the way he scammed all those people at Trump University. amp.twimg.com/v/b299491a-065…
FACT: Trump University identified those most vulnerable and then targeted them with predatory marketing tactics. wapo.st/1WXQPz3
The Trump University con says a lot about Trump. If you can't trust him with your personal finances—how can we trust him with our country?
Trump's candidacy is built on his business 'credibility.' But his business record matches his character: His only concern is his own profit.
It's one thing to sell steaks using a name as a marketing ploy. Trump's company intentionally put people at risk. pic.twitter.com/5F4siYeO8p
Trump University employed instructors with no experience and lied to sell outrageously expensive packages. In a word: fraud.
Another Trump University practice, according to its own employees: target struggling families to fleece them. pic.twitter.com/VUH18SpBlD
Some of Trump University's tactics: push people to take on debt, cash out retirement, max out credit cards—whatever it took to buy classes.
The gist: Trump's for-profit university deceived & exploited students to take their money.  And he has the gall to call the media 'sleazy.'
New documents confirm Trump 'University' was a scam that preyed on families to make money. Caution—may cause nausea. nyti.ms/1TIQ6w5
Here's what I know. Donald Trump is a phony, a fraud. His promises are as worthless as a degree from Trump University. (1/2)
The actions of Trump University employees to prey on the poor and naive are just completely repulsive. nyti.ms/1r2nju9
Trump U is devastating because it's metaphor for his whole campaign: promising hardworking Americans way to get ahead, but all based on lies
Trump University's own employees described it as a 'scam.” wapo.st/1WXQPz3 pic.twitter.com/qA2MtslUVs
Trump University was a fraudulent scheme used to prey upon those who could least afford it. nyti.ms/1TXAqZh pic.twitter.com/9ue4nVEdwt
A takedown of Trump's 'stunningly misguided' views on the Paris climate deal, from the guy who negotiated it. wpo.st/4LFd1
'Hillary Clinton, with her long experience ... will be prepared to lead our country on day one.' —@JerryBrownGov: hrc.io/1sZ4oCA
You never know what you'll see at a Hillary rally. amp.twimg.com/v/df1ed812-45f…
Taking care of our veterans is part of our solemn duty as Americans: hrc.io/1r1T5rd pic.twitter.com/WsnW9E811n
Hillary knows she'd make history as the first woman president—and that it's about much more: thecut.io/1OZhow9 pic.twitter.com/N9eYf67a4R
First: the @latimes. Now: @JerryBrownGov.  Here's why Californians are voting for Hillary on June 7. hrc.io/1XNiu4Z
'The future is at stake. And that’s why we’re with her.' —@NRDC_AF on its first-ever presidential endorsement hrc.io/1TIn67A
Aspiring Commander-in-Chief @realDonaldTrump has some ideas about prisoners of war. (He’s not a big fan). amp.twimg.com/v/1c79164a-90d…
Our service members and their families deserve more than empty words. Let's give them the support they need: militari.ly/1sImLe5
“I like people that weren’t captured, ok?”  Trump has something to say about prisoners of war. amp.twimg.com/v/2729a1a2-32b…
'I want to be sure that it is Hillary Clinton who takes the oath of office, not Donald Trump.' — @JerryBrownGov: hrc.io/1sZ4oCA
Not quite! You got bad publicity for scamming vets and then lying about it. But close!  twitter.com/realDonaldTrum…
.@realDonaldTrump doesn't like prisoners of war—but he wants to be your Commander-in-Chief. amp.twimg.com/v/b9a47283-bc7…
Millions around the world are forced into human trafficking. We can't rest until they're free. GlobalSlaveryIndex.org #UnderstandSlavery
Major environmental group makes first ever endorsement of Hillary Clinton wapo.st/1qZFSzh
10 never-before-seen photos of Hillary from the trail in 1992. hrc.io/1TOjmHd
Not only does Trump deny climate change, he's now denying that the drought in California is even happening. What? pic.twitter.com/ebnTlWZqLD
Gold Star families like Betsy’s have paid the ultimate price for our freedom. They deserve our eternal thanks. amp.twimg.com/v/0ae25a54-874…
Our fallen heroes deserve our profound gratitude for giving their lives to protect our freedom, today and every day. #MemorialDay -H
The Adoption and Safe Families Act helped thousands of kids find loving families—including this one. hrc.io/1XHsFIh
El mantra de Trump: Beneficiarse sin importar a los demás. hrc.io/1U5amre
Our most important task is making sure we give our kids a better life. That's the promise of America. pic.twitter.com/msyv7VWlH3
Watch Hillary wonk out with a nurse in New Jersey over solving one of the world's most serious problems. amp.twimg.com/v/d06636e3-9f8…
Disgusting. ti.me/25p3mNR
Some on the other side may say our best days are behind us. Let's prove them wrong. pic.twitter.com/wiWY8WUVIh
'Pregnancy is...certainly an inconvenience for a business.' —Donald Trump  Here's Hillary's take → amp.twimg.com/v/2c161d1b-102…
Donald Trump thinks workplace pregnancy is an 'inconvenience' to businesses.  (He could be your next president.) amp.twimg.com/v/fafe8ad9-d44…
From ripping off veterans to demeaning women, Trump spent the week insulting just about everyone: hrc.io/1sgtH2b
Donald Trump thinks climate change is a “hoax.”  President Trump would destroy our ability to combat it. amp.twimg.com/v/36b76919-d31…
$25 billion could pay for:  1,500 new schools. Clean energy to power 5 million homes.  or...  Trump's wall: hrc.io/1RxlSK3
If fighting for equal pay, paid leave and affordable child care is playing the 'woman card,' well... pic.twitter.com/qRe981zv25
1 de cada 4 personas en Puerto Rico podría contraer el Zika este año. Esto es lo que podemos hacer para combatirlo. hrc.io/25moIvh
The first in a new series: a message from your potential next president—on pregnancy. amp.twimg.com/v/fafe8ad9-d44…
'I don't think a nation can be great that turns its back on the poor and the unfortunate.' —Hillary in 1994 #TBT amp.twimg.com/v/35e74aee-a86…
What we need: bridges, schools, a clean energy grid.  What Trump wants: a wall. hrc.io/1XVCWRz pic.twitter.com/QdFDJizLHj
Couldn't agree more. twitter.com/marcorubio/sta…
Because climate change has one major impact that, for Trump, is awkwardly personal... pic.twitter.com/yckm2FtxBl
Donald Trump says he 'cherishes women.'   Just not if they're working and pregnant. nbcnews.to/1sdpz3a pic.twitter.com/MQeMLNtuNG
Brian Williams says all you need to know about the GOP nominee for president. youtube.com/watch?v=FRYe6y…
Born on this day in 1951, Dr. Sally Ride was the first American woman & first LGBT astronaut in space. #SallyRideDay pic.twitter.com/N0ckF5Ew7x
La única forma de enfrentar a un 'bully' es uniéndonos. Nosotros somos los únicos que podemos detener que Trump llegue a la Casa Blanca.
“Now we know what a ‘good result’ is to Donald Trump—he gets his, and you get hurt.” —Hillary
“Donald Trump said profiting off working families getting kicked out of their homes & losing their jobs would be a ‘good result.’” —Hillary
“We’ve got to do more to raise families’ incomes.   We can start by raising the federal minimum wage.” —Hillary pic.twitter.com/U3KALhOd26
Happening now: Watch Hillary speak at the @UFCW conference in Las Vegas → hrc.io/1OmuDoN pic.twitter.com/5Q98sk6QGv
→ hillaryclinton.com/donate pic.twitter.com/LSz3Uh3L4S
When the economy crashed, families saw their homes foreclosed and savings disappear.   Trump saw a chance to profit. amp.twimg.com/v/92c69c53-2ab…
There’s nothing more important than protecting our kids. If we fail at that, it doesn’t matter what we get right. pic.twitter.com/So40afmf4L
El muro de Trump en la frontera costaría al menos unos $25 mil millones. Lo que podríamos hacer en lugar de su plan. pic.twitter.com/703QmdjOhi
.@realDonaldTrump, trying to profit off people losing their homes isn't the 'kind of thinking our country needs.' amp.twimg.com/v/51870700-6d9…
So, @realDonaldTrump's wall would cost $25 billion.   Here's what else we could do with that money. amp.twimg.com/v/ef4d9eed-44f…
#UAW endorses @hillaryclinton for president. bit.ly/1ONV0px
With the money Trump would waste on his wall, we could help a lot of families by building infrastructure we need. pic.twitter.com/hvEhVhdc3W
Getting federal contractors to disclose emissions=important step for #ActOnClimate transparency. Good move, @POTUS   twitter.com/thehill/status…
Donald Trump is fueling conspiracy theories out on the campaign trail. Can you imagine that in the Situation Room? wapo.st/1OKdgQD
LGBT kids are perfect the way they are. They deserve love—not harmful 'conversion therapy.' Thanks @GovPeterShumlin. twitter.com/GovPeterShumli…
The @realDonaldTrump business model: exploit anyone or anything he can to turn a quick buck. hrc.io/1OXNv4y
Excited to be back with a good friend. Watch @TheEllenShow today at 4 pm ET. pic.twitter.com/zfdh2SVaWb
Trump's wall on the border would likely cost at least $25 billion.   Some things we could do instead: pic.twitter.com/RDbkkyVNB6
We have to build on the Affordable Care Act and continue our march toward making sure every single American has health coverage.
Donald Trump doesn't seem to actually care about making America great so much as he seems to care about making himself look great.
We’re stronger together. When we embrace immigrants, not denigrate them. When we build bridges, not walls.
Donald Trump has spent his career looking to turn a profit, no matter who gets hurt in the process. hrc.io/1NMVL7l
Trump bet against American families in the housing crash. Now he says its the 'kind of thinking our country needs.' amp.twimg.com/v/116395fc-7af…
Mientras 5 millones de personas perdían sus hogares, Trump esperaba enriquecerse de este desplome a costa de ellos. amp.twimg.com/v/973ffb4e-8b2…
Millions of families saw their life savings destroyed in the Great Recession.  Trump saw it as a chance to cash in. amp.twimg.com/v/92c69c53-2ab…
.@realDonaldTrump rooted for the housing crash that caused 5 million Americans to lose their homes. amp.twimg.com/v/92c69c53-2ab…
Big win for those who think we should make it easier, not harder, to vote (which really should be all of us). shar.es/1dZ2aH -H
Hillary's live on @TheEllenShow's Facebook page! Watch now: hrc.io/1WgLFOM pic.twitter.com/1ZlriB1IrI
In Trump’s world, a “good result” means Trump gets his and working families get hurt. We're better than that.
Trying to profit off of people losing their homes isn't the 'kind of thinking our country needs.' twitter.com/ajjaffe/status…
We need a president who's fighting to raise incomes for all Americans, not one who tries to profit at their expense. pic.twitter.com/8kwnvVKp9v
Donald Trump could bankrupt America like he bankrupted his companies. Let's make sure he never gets the chance: hrc.io/22nXjHA
Trump prioritizing his own gain over Americans' well-being isn't new, but it is telling: The only person he'll fight for is himself.
This wasn't an anomaly for Trump. His economic plan helps millionaires and hurts middle-class families. He'd let Wall Street run wild again.
